ACHARE02,5,6
ACHARE51,13,16
ACHBRT07,6,6
ACHRES51,-13,-10
ACHRES61,-13,-10
ACHRES71,-8,-10
AIRARE02,8,9
AISDEF01,3,14
AISONE01,4,4
AISSIX01,4,5
AISSLP01,3,14
AISVES01,5,21
ARPATG01,6,6
ARPONE01,4,0
ARPSIX01,4,0
BCNCAR01,5,7
BCNCAR02,5,7
BCNCAR03,5,7
BCNCAR04,5,7
BCNDEF13,2,5
BCNGEN01,4,10
BCNGEN03,3,9
BCNISD21,2,6
BCNLAT15,3,5
BCNLAT16,3,5
BCNLAT21,2,6
BCNLAT22,2,6
BCNLTC01,6,10
BCNSAW13,3,5
BCNSAW21,2,6
BCNSPP13,3,5
BCNSPP21,2,6
BCNSTK02,3,10
BCNTOW01,6,10
BLKADJ01,21,21
BOYBAR01,8,9
BOYCAN01,7,7
BOYCAR01,6,7
BOYCAR02,4,7
BOYCAR03,3,7
BOYCAR04,7,7
BOYCON01,7,10
BOYDEF03,4,5
BOYGEN03,5,9
BOYINB01,9,9
BOYISD12,5,6
BOYLAT13,6,7
BOYLAT14,6,7
BOYLAT23,6,4
BOYLAT24,6,4
BOYMOR01,8,11
BOYMOR03,7,11
BOYMOR11,8,4
BOYPIL01,7,9
BOYSAW12,5,5
BOYSPH01,6,10
BOYSPP11,5,5
BOYSPP15,6,7
BOYSPP25,6,4
BOYSPR01,4,9
BOYSUP01,9,10
BOYSUP02,8,5
BOYSUP03,10,12
BRIDGE01,5,4
BRTHNO01,8,8
BUAARE02,5,5
BUIREL01,5,5
BUIREL04,7,4
BUIREL05,4,7
BUIREL13,5,5
BUIREL14,7,4
BUIREL15,4,7
BUISGL01,4,3
BUISGL11,4,3
CAIRNS01,6,10
CAIRNS11,6,10
CBLARE51,4,12
CGUSTA02,1,9
CHCRDEL1,8,8
CHCRID01,1,1
CHIMNY01,4,13
CHIMNY11,4,13
CHINFO06,5,5
CHINFO07,5,6
CHINFO08,5,6
CHINFO09,5,5
CHINFO10,5,6
CHINFO11,5,5
CHKSYM01,6,5
CLRLIN01,3,13
CRANES01,6,10
CTNARE51,36,-12
CTYARE51,36,-12
CTYARE71,41,-12
CURDEF01,10,10
CURENT01,2,10
CURSRA01,10,10
CURSRB01,10,11
DANGER01,8,7
DANGER02,8,7
DANGER03,8,7
DAYSQR01,5,9
DAYSQR21,4,13
DAYTRI01,6,9
DAYTRI05,6,8
DAYTRI21,5,14
DAYTRI25,6,12
DIRBOY01,-48,9
DIRBOYA1,-48,9
DIRBOYB1,-48,9
DISMAR03,10,6
DISMAR04,4,6
DNGHILIT,7,7
DOMES001,5,8
DOMES011,5,8
DSHAER01,4,11
DSHAER11,4,11
DWRTPT51,15,35
DWRUTE51,7,16
EBBSTR01,2,11
EBLVRM11,3,3
ENTRES51,40,18
ENTRES61,40,18
ENTRES71,45,18
ERBLTIK1,12,0
EVENTS02,5,4
FAIRWY51,7,16
FAIRWY52,7,16
FLASTK01,4,12
FLASTK11,4,12
FLDSTR01,2,10
FLGSTF01,4,10
FOGSIG01,11,0
FORSTC01,5,5
FORSTC11,5,5
FOULGND1,5,4
FRYARE51,23,3
FRYARE52,23,3
FSHFAC02,6,4
FSHFAC03,6,2
FSHGRD01,14,5
FSHHAV01,13,7
FSHRES51,-20,21
FSHRES61,-20,21
FSHRES71,-15,21
GATCON03,8,8
GATCON04,8,8
HILTOP01,10,9
HILTOP11,10,9
HRBFAC09,7,7
HULKES01,6,4
INFARE51,-27,5
INFORM01,4,29
ISODGR01,8,8
ITZARE51,10,9
LIGHTS11,3,14
LIGHTS12,3,14
LIGHTS13,3,14
LIGHTS81,4,2
LIGHTS82,15,8
LITDEF11,3,14
LITFLT01,10,6
LITFLT02,6,3
LITVES01,10,13
LITVES02,7,4
LNDARE01,3,3
LOCMAG01,3,10
LOCMAG51,6,-42
LOWACC01,25,27
MAGVAR01,3,9
MAGVAR51,6,73
MARCUL02,8,4
MONUMT02,4,7
MONUMT12,4,7
MORFAC03,3,2
MORFAC04,4,11
MSTCON04,4,13
MSTCON14,4,13
NORTHAR1,5,16
NOTBRD11,4,9
OBSTRN01,5,5
OBSTRN02,5,5
OBSTRN03,5,5
OBSTRN11,2,2
OFSPLF01,5,5
OSPONE02,4,0
OSPSIX02,4,0
OWNSHP01,10,10
OWNSHP05,4,17
PASTRK01,3,1
PASTRK02,3,1
PILBOP02,6,5
PILPNT02,3,3
PLNPOS01,-1,0
PLNPOS02,3,1
PLNSPD03,-3,-1
PLNSPD04,-3,-1
POSGEN01,5,5
POSGEN03,5,5
POSGEN04,3,3
POSITN02,7,7
PRCARE12,4,6
PRCARE51,11,-17
PRDINS02,6,6
PRICKE03,3,9
PRICKE04,4,10
QUAPOS01,2,3
QUARRY01,8,9
QUESMRK1,3,4
RACNSP01,7,6
RADRFL03,7,6
RASCAN01,4,11
RASCAN11,5,10
RCLDEF01,13,10
RCTLPT52,7,14
RDOCAL02,5,11
RDOCAL03,5,11
RDOSTA02,7,7
